bids
1526479200000,132644
1525100400000,587480
1529964000000,70360
1527163200000,99367
1529125200000,226088
1529740800000,246135
1530360000000,158704
1525298400000,30018
1529352000000,67777
1530536400000,42460
1525503600000,446025
1526911200000,101059
1526997600000,167743
1528538400000,179459
1529946000000,46249
1528653600000,137021
1527066000000,276065
1530327600000,127857
1528974000000,211373
1525406400000,361887
1526094000000,102742
1530442800000,38707
1527681600000,143888
1529434800000,83682
1526385600000,411656
1524852000000,190952
1528041600000,114210
1525809600000,36830
1526176800000,105689
1525212000000,66165
1524819600000,608569
1525798800000,50732
1529240400000,196012
1528959600000,308017
1525824000000,103139
1526191200000,98022
1529416800000,194630
1530860400000,170522
1530651600000,40911
1524834000000,261860
1527566400000,296801
1530648000000,133984
1525615200000,106223
1530763200000,216242
1525730400000,25394
1529755200000,150450
1525906800000,36797
1527357600000,134807
1528765200000,43641
1530439200000,33700
1527793200000,91923
1528138800000,70184
1527969600000,17633
1525089600000,471645
1530151200000,329650
1526979600000,113280
1528153200000,94365
1527181200000,61327
1525712400000,86247
1530118800000,117673
1527901200000,77871
1528880400000,128382
1527775200000,165854
1526482800000,100263
1529528400000,155753
1527890400000,17248
1524643200000,352699
1529643600000,243623
1528671600000,68271
1527678000000,130713
1526688000000,73765
1527469200000,186239
1529031600000,234277
1529334000000,151619
1526702400000,137925
1526788800000,149448
1526076000000,29454
1530745200000,78992
1528444800000,184504
1529852400000,118475
1525395600000,212001
1527148800000,182455
1527584400000,245345
1526158800000,39451
1530345600000,152092
1525186800000,575840
1526594400000,24265
1524934800000,665452
1528347600000,126222
1525003200000,543746
1530036000000,155422
1528862400000,127199
1528362000000,167984
1527390000000,155907
1529028000000,221021
1526202000000,78004
1529143200000,232041
1524625200000,162059
1528038000000,141261
1524740400000,472588
1529319600000,134736
1524916800000,545324
1526814000000,96574
1530554400000,125601
1525521600000,125229
1528329600000,54690
1528462800000,172322
1529737200000,379530
1527472800000,214111
1528556400000,205437
1529136000000,268209
1525420800000,469768
1526799600000,131399
1530756000000,222195
1530871200000,111064
1526922000000,38084
1528455600000,157059
1529863200000,109816
1528758000000,14287
1530244800000,169921
1528891200000,218130
1527465600000,130790
1525626000000,49690
1529218800000,147737
1528246800000,126701
1529654400000,317887
1526169600000,83237
1528470000000,200077
1530144000000,242466
1530838800000,140015
1525197600000,309853
1526310000000,80955
1528146000000,64127
1528261200000,252803
1525014000000,883876
1525708800000,89966
1530050400000,69169
1524736800000,430827
1529845200000,107906
1529042400000,245527
1530226800000,269559
1527580800000,0
1525608000000,95373
1527192000000,42609
1527800400000,49370
1528228800000,57851
1529636400000,238087
1524751200000,752198
1530565200000,15043
1526378400000,139542
1527786000000,106903
1527159600000,135755
1528567200000,173249
1527274800000,53132
1525917600000,120941
1524945600000,106288
1527174000000,134101
1527868800000,83565
1526810400000,97049
1530550800000,18305
1526896800000,110643
1528070400000,76255
1524960000000,161465
1529960400000,60448
1526713200000,168133
1527080400000,142569
1528549200000,221719
1527256800000,164615
1525723200000,40867
1530338400000,184749
1526284800000,108045
1530129600000,201136
1530453600000,263786
1527692400000,155971
1526504400000,14226
1524927600000,862717
1529445600000,95941
1529748000000,154204
1527483600000,165716
1525111200000,561953
1528052400000,171707
1528858800000,124899
1525402800000,330881
1527300000000,136712
1526090400000,95200
1529251200000,36895
1528873200000,142796
1529427600000,62046
1530547200000,21328
1526601600000,58484
1530662400000,116267
1528570800000,78263
1524636000000,196519
1528664400000,53730
1525417200000,427014
1526587200000,26541
1527368400000,41389
1528776000000,56887
1526396400000,140922
1524718800000,386632
1529024400000,202955
1529460000000,195324
1529751600000,139452
1528164000000,152927
1527886800000,17376
1525514400000,452953
1525950000000,103201
1529542800000,290908
1526493600000,79345
1527577200000,217645
1525305600000,111110
1529539200000,225787
1530774000000,277466
1525741200000,119284
1525320000000,420749
1526101200000,110426
1530162000000,306562
1526187600000,152125
1525932000000,140270
1530856800000,188921
1527267600000,51110
1530028800000,22116
1528675200000,85078
1527382800000,149022
1530464400000,16042
1528790400000,95564
1527994800000,129449
1526806800000,127040
1529035200000,232088
1528063200000,34365
1526706000000,131878
1527073200000,150181
1525413600000,407620
1526821200000,102142
1528448400000,172954
1529262000000,81587
1527602400000,266098
1530237600000,197573
1527591600000,150431
1526612400000,112895
1529553600000,229074
1530349200000,141686
1525316400000,345620
1526295600000,79938
1526598000000,33105
1524938400000,366208
1528966800000,225341
1526000400000,90714
1527379200000,106318
1526086800000,92174
1527494400000,154996
1524729600000,472960
1526112000000,147455
1530867600000,187998
1530655200000,51707
1529326800000,137735
1530770400000,222756
1529762400000,139343
1524744000000,466157
1528772400000,52601
1530558000000,147476
1525525200000,138370
1528466400000,264626
1530255600000,136428
1526068800000,36567
1527476400000,229934
1525816800000,29785
1529229600000,177247
1524844800000,176645
1528257600000,140344
1529665200000,196289
1528372800000,130547
1526889600000,129236
1528272000000,100790
1530061200000,130178
1525622400000,59068
1529053200000,251193
1524650400000,403570
1529650800000,235255
1526403600000,29091
1527811200000,135177
1525431600000,376797
1530446400000,29551
